,Unnamed: 0,College,Year,Province,category,Major,score,Ranking
0,265,清华大学,2017,安徽,文科,all,623,223
1,264,清华大学,2017,安徽,理科,all,655,333
2,204,清华大学,2017,北京,文科,all,668,48
3,203,清华大学,2017,北京,理科,all,671,287
4,206,清华大学,2017,福建,文科,all,637,
5,205,清华大学,2017,福建,理科,all,649,1200
6,210,清华大学,2017,广东,文科,all,647,10
7,209,清华大学,2017,广东,理科,all,668,100
8,269,清华大学,2017,广西,文科,all,614,422
9,268,清华大学,2017,广西,理科,all,596,1539
10,271,清华大学,2017,贵州,文科,all,675,49
11,270,清华大学,2017,贵州,理科,all,649,172
12,275,清华大学,2017,河北,文科,all,631,520
13,274,清华大学,2017,河北,理科,all,666,691
14,277,清华大学,2017,河南,文科,all,649,34
15,276,清华大学,2017,河南,理科,all,659,313
16,222,清华大学,2017,黑龙江,文科,all,636,12
17,278,清华大学,2017,黑龙江,理科,all,657,337
18,224,清华大学,2017,湖北,文科,all,662,
19,223,清华大学,2017,湖北,理科,all,678,
20,280,清华大学,2017,湖南,文科,all,656,78
21,279,清华大学,2017,湖南,理科,all,666,188
22,282,清华大学,2017,吉林,文科,all,644,
23,281,清华大学,2017,吉林,理科,all,672,206
24,230,清华大学,2017,江苏,文科,all,419,
25,229,清华大学,2017,江苏,理科,all,413,76
26,234,清华大学,2017,辽宁,文科,all,645,10
27,233,清华大学,2017,辽宁,理科,all,682,60
28,286,清华大学,2017,内蒙古,文科,all,611,
29,285,清华大学,2017,内蒙古,理科,all,668,120
30,288,清华大学,2017,宁夏,文科,all,642,
31,287,清华大学,2017,宁夏,理科,all,645,
32,290,清华大学,2017,青海,文科,all,573,66
33,289,清华大学,2017,青海,理科,all,608,108
34,242,清华大学,2017,山东,文科,all,662,
35,241,清华大学,2017,山东,理科,all,684,132
36,244,清华大学,2017,山西,文科,all,645,
37,243,清华大学,2017,山西,理科,all,646,73
38,247,清华大学,2017,上海,理科,all,603,55
39,263,清华大学,2017,上海,不分文理,all,605,
40,294,清华大学,2017,四川,文科,all,621,382
41,293,清华大学,2017,四川,理科,all,658,1105
42,252,清华大学,2017,天津,文科,all,665,
43,251,清华大学,2017,天津,理科,all,685,46
44,300,清华大学,2017,云南,文科,all,652,
45,299,清华大学,2017,云南,理科,all,672,
46,257,清华大学,2017,浙江,理科,all,698,
47,302,清华大学,2017,重庆,文科,all,647,
48,301,清华大学,2017,重庆,理科,all,681,93
49,273,清华大学,2017,海南,文科,all,781,
50,272,清华大学,2017,海南,理科,all,808,
51,298,清华大学,2017,新疆,文科,all,622,
52,297,清华大学,2017,新疆,理科,all,632,
53,435,北京大学,2017,安徽,文科,all,643,29
54,436,北京大学,2017,安徽,理科,all,677,47
55,417,北京大学,2017,北京,文科,all,660,100
56,418,北京大学,2017,北京,理科,all,671,287
57,437,北京大学,2017,福建,文科,all,627,
58,438,北京大学,2017,福建,理科,all,651,1071
59,449,北京大学,2017,广东,文科,all,640,28
60,450,北京大学,2017,广东,理科,all,671,79
61,451,北京大学,2017,广西,文科,all,658,
62,452,北京大学,2017,广西,理科,all,670,
63,459,北京大学,2017,贵州,文科,all,683,22
64,460,北京大学,2017,贵州,理科,all,669,48
65,421,北京大学,2017,河北,文科,all,664,28
66,422,北京大学,2017,河北,理科,all,693,48
67,443,北京大学,2017,河南,文科,all,647,44
68,444,北京大学,2017,河南,理科,all,672,103
69,431,北京大学,2017,黑龙江,文科,all,633,16
70,432,北京大学,2017,黑龙江,理科,all,680,47
71,445,北京大学,2017,湖北,文科,all,658,18
72,446,北京大学,2017,湖北,理科,all,684,
73,447,北京大学,2017,湖南,文科,all,666,32
74,448,北京大学,2017,湖南,理科,all,674,92
75,429,北京大学,2017,吉林,文科,all,640,
76,430,北京大学,2017,吉林,理科,all,670,234
77,433,北京大学,2017,江苏,文科,all,405,34
78,434,北京大学,2017,江苏,理科,all,415,55
79,427,北京大学,2017,辽宁,文科,all,638,28
80,428,北京大学,2017,辽宁,理科,all,682,60
81,469,北京大学,2017,宁夏,文科,all,645,
82,470,北京大学,2017,宁夏,理科,all,650,
83,467,北京大学,2017,青海,文科,all,608,8
84,468,北京大学,2017,青海,理科,all,639,19
85,441,北京大学,2017,山东,文科,all,647,29
86,442,北京大学,2017,山东,理科,all,689,70
87,423,北京大学,2017,山西,文科,all,621,26
88,424,北京大学,2017,山西,理科,all,646,73
89,457,北京大学,2017,四川,文科,all,650,25
90,458,北京大学,2017,四川,理科,all,688,80
91,419,北京大学,2017,天津,文科,all,650,18
92,420,北京大学,2017,天津,理科,all,682,71
93,461,北京大学,2017,云南,文科,all,676,
94,462,北京大学,2017,云南,理科,all,690,
95,455,北京大学,2017,重庆,文科,all,646,
96,456,北京大学,2017,重庆,理科,all,689,40
97,453,北京大学,2017,海南,文科,all,881,
98,454,北京大学,2017,海南,理科,all,865,
99,471,北京大学,2017,新疆,文科,all,631,
100,472,北京大学,2017,新疆,理科,all,669,
101,4272,北京交通大学,2017,安徽,文科,法学,590,1458
102,4259,北京交通大学,2017,安徽,理科,土木类,591,7258
103,4134,北京交通大学,2017,北京,文科,法学,608,1294
104,4121,北京交通大学,2017,北京,理科,交通运输类,629,3132
105,4285,北京交通大学,2017,福建,文科,文科试验班类（语言与传播）,558,
106,4275,北京交通大学,2017,福建,理科,土木类,551,39373
107,4377,北京交通大学,2017,广东,文科,文科试验班类（语言与传播）,581,2145
108,4366,北京交通大学,2017,广东,理科,土木类,560,15022
109,4393,北京交通大学,2017,广西,文科,文科试验班类（语言与传播）,595,1122
110,4381,北京交通大学,2017,广西,理科,土木类,557,5374
111,4454,北京交通大学,2017,贵州,文科,文科试验班类（语言与传播）,623,1162
112,4450,北京交通大学,2017,贵州,理科,电气类,560,5085
113,4163,北京交通大学,2017,河北,文科,文科试验班类（语言与传播）,623,770
114,4151,北京交通大学,2017,河北,理科,土木类,627,4700
115,4331,北京交通大学,2017,河南,文科,文科试验班类（语言与传播）,600,1363
116,4319,北京交通大学,2017,河南,理科,土木类,598,7688
117,4241,北京交通大学,2017,黑龙江,文科,文科试验班类（语言与传播）,582,514
118,4230,北京交通大学,2017,黑龙江,理科,土木类,599,3735
119,4346,北京交通大学,2017,湖北,文科,文科试验班类（语言与传播）,598,1486
120,4335,北京交通大学,2017,湖北,理科,土木类,594,
121,4362,北京交通大学,2017,湖南,文科,文科试验班类（语言与传播）,613,1242
122,4350,北京交通大学,2017,湖南,理科,土木类,591,6979
123,4227,北京交通大学,2017,吉林,文科,法学,575,878
124,4214,北京交通大学,2017,吉林,理科,土木类,596,3899
125,4255,北京交通大学,2017,江苏,文科,文科试验班类（语言与传播）,366,2096
126,4244,北京交通大学,2017,江苏,理科,交通运输类,370,8479
127,4211,北京交通大学,2017,辽宁,文科,法学,586,1252
128,4199,北京交通大学,2017,辽宁,理科,土木类,622,3143
129,4196,北京交通大学,2017,内蒙古,文科,法学,568,520
130,4185,北京交通大学,2017,内蒙古,理科,文科试验班类（语言与传播）,578,4114
131,4510,北京交通大学,2017,宁夏,理科,土木类,541,1855
132,4505,北京交通大学,2017,青海,理科,机械类,499,1494
133,4315,北京交通大学,2017,山东,文科,文科试验班类（语言与传播）,607,1131
134,4304,北京交通大学,2017,山东,理科,土木类,631,5739
135,4180,北京交通大学,2017,山西,文科,法学,571,785
136,4167,北京交通大学,2017,山西,理科,土木类,566,4121
137,4439,北京交通大学,2017,四川,文科,法学,600,1366
138,4427,北京交通大学,2017,四川,理科,土木类,607,9049
139,4147,北京交通大学,2017,天津,文科,文科试验班类（语言与传播）,593,680
140,4137,北京交通大学,2017,天津,理科,土木类,617,2683
141,4471,北京交通大学,2017,云南,文科,法学,616,
142,4458,北京交通大学,2017,云南,理科,土木类,584,
143,4423,北京交通大学,2017,重庆,文科,文科试验班类（语言与传播）,592,
144,4413,北京交通大学,2017,重庆,理科,土木类,604,4863
145,4528,北京交通大学,2017,新疆,文科,文科试验班类（语言与传播）,577,
146,4518,北京交通大学,2017,新疆,理科,土木类,567,
147,9856,北京科技大学,2017,安徽,文科,英语,586,1729
148,9846,北京科技大学,2017,安徽,理科,矿业类,586,8468
149,9588,北京科技大学,2017,北京,文科,人文科学试验班,614,1082
150,9574,北京科技大学,2017,北京,理科,管理科学与工程类,624,3684
151,9869,北京科技大学,2017,福建,理科,冶金工程,544,45373
152,10012,北京科技大学,2017,广东,理科,机械类,558,15858
153,10033,北京科技大学,2017,广西,理科,能源动力类,545,7361
154,10117,北京科技大学,2017,贵州,理科,机械类,553,6166
155,9643,北京科技大学,2017,河北,文科,日语,610,1385
156,9632,北京科技大学,2017,河北,理科,矿业类,607,8835
157,9953,北京科技大学,2017,河南,文科,英语,592,1991
158,9935,北京科技大学,2017,河南,理科,机械类,592,9372
159,9770,北京科技大学,2017,黑龙江,文科,人文科学试验班,559,1159
160,9754,北京科技大学,2017,黑龙江,理科,机械类,585,5297
161,9978,北京科技大学,2017,湖北,文科,英语,586,2511
162,9961,北京科技大学,2017,湖北,理科,机械类,589,
163,10002,北京科技大学,2017,湖南,文科,人文科学试验班,607,1597
164,9986,北京科技大学,2017,湖南,理科,机械类,587,7820
165,9744,北京科技大学,2017,吉林,文科,人文科学试验班,558,1461
166,9733,北京科技大学,2017,吉林,理科,冶金工程,573,6204
167,9806,北京科技大学,2017,江苏,文科,日语,357,4009
168,9783,北京科技大学,2017,江苏,理科,工科试验班类(卓越计划),366,11112
169,9718,北京科技大学,2017,辽宁,文科,人文科学试验班,587,1196
170,9710,北京科技大学,2017,辽宁,理科,矿业类,602,5829
171,9694,北京科技大学,2017,内蒙古,文科,英语,560,711
172,9681,北京科技大学,2017,内蒙古,理科,冶金工程,562,5715
173,10231,北京科技大学,2017,宁夏,理科,材料科学与工程,532,2254
174,10222,北京科技大学,2017,青海,理科,矿业类,483,1953
175,9925,北京科技大学,2017,山东,文科,人文科学试验班,595,2163
176,9915,北京科技大学,2017,山东,理科,土木类,621,8562
177,9666,北京科技大学,2017,山西,文科,人文科学试验班,561,1235
178,9658,北京科技大学,2017,山西,理科,矿业类,551,6523
179,9780,北京科技大学,2017,上海,文科,工商管理类,527,8464
180,9779,北京科技大学,2017,上海,理科,机械类,524,9063
181,10107,北京科技大学,2017,四川,文科,人文科学试验班,588,2576
182,10099,北京科技大学,2017,四川,理科,矿业类,599,11546
183,9614,北京科技大学,2017,天津,文科,人文科学试验班,588,819
184,9603,北京科技大学,2017,天津,理科,土木类,610,3169
185,10153,北京科技大学,2017,云南,文科,人文科学试验班,612,
186,10145,北京科技大学,2017,云南,理科,矿业类,581,
187,9831,北京科技大学,2017,浙江,文科,日语,628,12461
188,9820,北京科技大学,2017,浙江,理科,冶金工程,624,14506
189,10081,北京科技大学,2017,重庆,文科,人文科学试验班,589,
190,10073,北京科技大学,2017,重庆,理科,矿业类,589,7320
191,10056,北京科技大学,2017,海南,理科,土木类,707,
192,10253,北京科技大学,2017,新疆,理科,管理科学与工程类,552,
193,12218,北京化工大学,2017,安徽,文科,物流管理,568,3661
194,12195,北京化工大学,2017,安徽,理科,数学类,574,11875
195,11584,北京化工大学,2017,北京,文科,物流管理,606,1370
196,11560,北京化工大学,2017,北京,理科,生物工程类,608,5689
197,12273,北京化工大学,2017,福建,理科,电子信息类,515,75468
198,12685,北京化工大学,2017,广东,文科,英语,543,8989
199,12655,北京化工大学,2017,广东,理科,应用化学,539,24863
200,12726,北京化工大学,2017,广西,理科,生物工程类,525,11691
201,12956,北京化工大学,2017,贵州,文科,法学,603,2470
202,12934,北京化工大学,2017,贵州,理科,机械类,533,10052
203,11745,北京化工大学,2017,河北,文科,公共管理类　,600,2040
204,11703,北京化工大学,2017,河北,理科,应用化学,598,11316
205,12493,北京化工大学,2017,河南,文科,公共管理类　,581,85
206,12472,北京化工大学,2017,河南,理科,应用化学,579,13936
207,12089,北京化工大学,2017,黑龙江,文科,法学,553,1384
208,12069,北京化工大学,2017,黑龙江,理科,机械类,572,6992
209,12551,北京化工大学,2017,湖北,文科,法学,575,3639
210,12529,北京化工大学,2017,湖北,理科,化学工程与工艺,570,
211,12616,北京化工大学,2017,湖南,文科,物流管理,593,2648
212,12602,北京化工大学,2017,湖南,理科,功能材料,572,11494
213,12023,北京化工大学,2017,吉林,文科,公共管理类　,550,1796
214,11992,北京化工大学,2017,吉林,理科,机械类,553,8679
215,12155,北京化工大学,2017,江苏,文科,法学,350,6276
216,12135,北京化工大学,2017,江苏,理科,生物工程类,352,25254
217,11948,北京化工大学,2017,辽宁,文科,法学,575,1963
218,11934,北京化工大学,2017,辽宁,理科,化学,571,11636
219,11885,北京化工大学,2017,内蒙古,文科,公共管理类　,518,2649
220,11869,北京化工大学,2017,内蒙古,理科,机械类,560,5946
221,13214,北京化工大学,2017,宁夏,文科,英语,562,721
222,13187,北京化工大学,2017,宁夏,理科,机械类,507,3566
223,12419,北京化工大学,2017,山东,文科,物流管理,584,3667
224,12397,北京化工大学,2017,山东,理科,机械类,604,15172
225,11818,北京化工大学,2017,山西,文科,英语,554,1615
226,11791,北京化工大学,2017,山西,理科,机械类,541,8486
227,12877,北京化工大学,2017,四川,理科,机械类,583,17893
228,11666,北京化工大学,2017,天津,文科,公共管理类　,575,1195
229,11625,北京化工大学,2017,天津,理科,高分子材料与工程,585,5396
230,12989,北京化工大学,2017,云南,理科,生物工程类,562,
231,12836,北京化工大学,2017,重庆,文科,法学,572,
232,12825,北京化工大学,2017,重庆,理科,测控技术与仪器,572,10829
233,12781,北京化工大学,2017,海南,理科,机械类,674,
234,13283,北京化工大学,2017,新疆,文科,公共管理类　,541,
235,13251,北京化工大学,2017,新疆,理科,制药工程,523,
236,14542,北京邮电大学,2017,安徽,文科,英语（文科）,594,1215
237,14539,北京邮电大学,2017,安徽,理科,电子商务及法律（中外合作办学）,572,12528
238,14339,北京邮电大学,2017,北京,文科,英语（文科）,613,1117
239,14335,北京邮电大学,2017,北京,理科,电子商务及法律（中外合作办学）,617,4529
240,14562,北京邮电大学,2017,福建,理科,电子商务及法律（中外合作办学）,539,50008
241,14695,北京邮电大学,2017,广东,理科,电子商务及法律（中外合作办学）,550,19349
242,14781,北京邮电大学,2017,贵州,理科,电信工程及管理（中外合作办学）,536,9365
243,14384,北京邮电大学,2017,河北,文科,英语（文科）,620,892
244,14380,北京邮电大学,2017,河北,理科,电子商务及法律（中外合作办学）,602,10146
245,14631,北京邮电大学,2017,河南,文科,英语（文科）,594,1819
246,14627,北京邮电大学,2017,河南,理科,电子商务及法律（中外合作办学）,578,14358
247,14482,北京邮电大学,2017,黑龙江,文科,英语（文科）,572,733
248,14478,北京邮电大学,2017,黑龙江,理科,电子商务及法律（中外合作办学）,593,4338
249,14655,北京邮电大学,2017,湖北,文科,日语（文科）,594,1824
250,14651,北京邮电大学,2017,湖北,理科,电子商务及法律（中外合作办学）,577,
251,14677,北京邮电大学,2017,湖南,文科,英语（文科）,609,1465
252,14673,北京邮电大学,2017,湖南,理科,电子商务及法律（中外合作办学）,574,10938
253,14461,北京邮电大学,2017,吉林,理科,电子商务及法律（中外合作办学）,580,5457
254,14506,北京邮电大学,2017,江苏,理科,电信工程及管理（中外合作办学）,364,12644
255,14448,北京邮电大学,2017,辽宁,文科,法学（文科）,595,820
256,14443,北京邮电大学,2017,辽宁,理科,电子商务及法律（中外合作办学）,601,5968
257,14837,北京邮电大学,2017,青海,理科,管理科学与工程类,420,5185
258,14606,北京邮电大学,2017,山东,文科,公共事业管理（文科）,597,1958
259,14603,北京邮电大学,2017,山东,理科,电子商务及法律（中外合作办学）,610,12632
260,14407,北京邮电大学,2017,山西,文科,英语（文科）,573,717
261,14403,北京邮电大学,2017,山西,理科,电子商务及法律（中外合作办学）,544,7875
262,14493,北京邮电大学,2017,上海,理科,电信工程及管理（中外合作办学）,532,7424
263,14768,北京邮电大学,2017,四川,文科,日语（文科）,594,1898
264,14763,北京邮电大学,2017,四川,理科,电子商务及法律（中外合作办学）,590,14940
265,14360,北京邮电大学,2017,天津,文科,日语（文科）,593,680
266,14356,北京邮电大学,2017,天津,理科,电子商务及法律（中外合作办学）,598,4175
267,14796,北京邮电大学,2017,云南,理科,电子商务及法律（中外合作办学）,560,
268,14519,北京邮电大学,2017,浙江,理科,电子商务及法律（中外合作办学）,622,15606
269,14743,北京邮电大学,2017,重庆,理科,电子商务及法律（中外合作办学）,574,10367
270,14726,北京邮电大学,2017,海南,理科,电信工程及管理（中外合作办学）,689,
271,14914,北京联合大学,2017,贵州,文科,all,591,3571
272,14915,北京联合大学,2017,贵州,理科,all,495,21856
273,14910,北京联合大学,2017,河南,文科,all,552,114
274,14911,北京联合大学,2017,河南,理科,all,546,31135
275,14912,北京联合大学,2017,湖南,文科,all,576,4531
276,14913,北京联合大学,2017,湖南,理科,all,542,21611
277,14906,北京联合大学,2017,内蒙古,文科,all,510,3172
278,14907,北京联合大学,2017,内蒙古,理科,all,494,16118
279,14920,北京联合大学,2017,青海,文科,all,487,1209
280,14921,北京联合大学,2017,青海,理科,all,446,3522
281,14904,北京联合大学,2017,山西,文科,all,535,3201
282,14905,北京联合大学,2017,山西,理科,all,506,18494
283,14916,北京联合大学,2017,云南,文科,all,583,
284,14917,北京联合大学,2017,云南,理科,all,539,
285,14922,北京联合大学,2017,新疆,文科,all,528,
286,14923,北京联合大学,2017,新疆,理科,all,492,
287,17273,北京林业大学,2017,安徽,文科,法学,575,2797
288,17265,北京林业大学,2017,安徽,理科,自然地理与资源环境,565,15010
289,16933,北京林业大学,2017,北京,文科,工商管理类,610,1225
290,16898,北京林业大学,2017,北京,理科,木材科学与工程（中加合作办学项目）,604,6222
291,17302,北京林业大学,2017,福建,文科,旅游管理,544,
292,17297,北京林业大学,2017,福建,理科,车辆工程,509,82619
293,17561,北京林业大学,2017,广东,文科,工商管理类,562,4670
294,17557,北京林业大学,2017,广东,理科,机械设计制造及其自动化,534,27685
295,17603,北京林业大学,2017,广西,文科,工商管理类,568,2962
296,17598,北京林业大学,2017,广西,理科,自动化,493,
297,17726,北京林业大学,2017,贵州,文科,法学,609,2062
298,17717,北京林业大学,2017,贵州,理科,林业工程类,530,10762
299,17018,北京林业大学,2017,河北,文科,日语,601,1956
300,17003,北京林业大学,2017,河北,理科,车辆工程,591,13503
301,17438,北京林业大学,2017,河南,文科,工商管理类,564,102
302,17416,北京林业大学,2017,河南,理科,生物技术（中加合作办学项目）,533,40222
303,17193,北京林业大学,2017,黑龙江,文科,日语,564,997
304,17187,北京林业大学,2017,黑龙江,理科,木材科学与工程（中加合作办学项目）,457,31791
305,17478,北京林业大学,2017,湖北,文科,英语,579,3224
306,17474,北京林业大学,2017,湖北,理科,野生动物与自然保护区管理,551,
307,17528,北京林业大学,2017,湖南,文科,工商管理类,601,1990
308,17512,北京林业大学,2017,湖南,理科,木材科学与工程（中加合作办学项目）,515,33759
309,17157,北京林业大学,2017,吉林,文科,工商管理类,531,2850
310,17127,北京林业大学,2017,吉林,理科,园林,542,10245
311,17228,北京林业大学,2017,江苏,文科,应用心理学,356,4279
312,17213,北京林业大学,2017,江苏,理科,数学与应用数学,354,22781
313,17120,北京林业大学,2017,辽宁,文科,日语,587,1196
314,17110,北京林业大学,2017,辽宁,理科,工商管理类,576,10530
315,17090,北京林业大学,2017,内蒙古,文科,工商管理类,549,1065
316,17061,北京林业大学,2017,内蒙古,理科,金融学,549,7295
317,17866,北京林业大学,2017,宁夏,理科,水土保持与荒漠化防治,494,4513
318,17846,北京林业大学,2017,青海,理科,法学,416,5509
319,17378,北京林业大学,2017,山东,文科,工商管理类,591,2628
320,17376,北京林业大学,2017,山东,理科,生物技术（中加合作办学项目）,584,26143
321,17058,北京林业大学,2017,山西,文科,工商管理类,540,2710
322,17050,北京林业大学,2017,山西,理科,木材科学与工程（中加合作办学项目）,498,21646
323,17689,北京林业大学,2017,四川,文科,应用心理学,587,2695
324,17676,北京林业大学,2017,四川,理科,电子信息科学与技术,569,25159
325,16968,北京林业大学,2017,天津,文科,自然地理与资源环境,581,1003
326,16967,北京林业大学,2017,天津,理科,木材科学与工程（中加合作办学项目）,554,8792
327,17758,北京林业大学,2017,云南,文科,英语,606,
328,17755,北京林业大学,2017,云南,理科,旅游管理,530,
329,17647,北京林业大学,2017,重庆,文科,工商管理类,582,
330,17640,北京林业大学,2017,重庆,理科,生物技术（中加合作办学项目）,526,24398
331,17616,北京林业大学,2017,海南,文科,农林经济管理,731,
332,17613,北京林业大学,2017,海南,理科,机械设计制造及其自动化,671,
333,17893,北京林业大学,2017,新疆,文科,工商管理类,557,
334,17889,北京林业大学,2017,新疆,理科,机械设计制造及其自动化,524,
335,19416,中国传媒大学,2017,安徽,文科,公共关系学,608,456
336,19407,中国传媒大学,2017,安徽,理科,翻译,591,7258
337,19018,中国传媒大学,2017,北京,文科,网络与新媒体（新媒体网络经营方向）,624,774
338,19000,中国传媒大学,2017,北京,理科,通信工程（无线多媒体广播技术方向）,625,3566
339,19462,中国传媒大学,2017,福建,文科,英语,573,
340,19453,中国传媒大学,2017,福建,理科,电子信息工程,561,31751
341,19930,中国传媒大学,2017,广东,文科,行政管理,591,1332
342,19917,中国传媒大学,2017,广东,理科,应用统计学,572,10725
343,19981,中国传媒大学,2017,广西,文科,社会学,591,1320
344,19972,中国传媒大学,2017,广西,理科,信息管理与信息系统,553,5953
345,20128,中国传媒大学,2017,贵州,文科,汉语言文学,626,1038
346,20121,中国传媒大学,2017,贵州,理科,网络工程,548,7012
347,19113,中国传媒大学,2017,河北,文科,工商管理类,626,668
348,19104,中国传媒大学,2017,河北,理科,广播电视工程,616,6702
349,19637,中国传媒大学,2017,河南,文科,社会学,596,1663
350,19625,中国传媒大学,2017,河南,理科,应用统计学,590,9994
351,19330,中国传媒大学,2017,黑龙江,文科,传播学,587,419
352,19321,中国传媒大学,2017,黑龙江,理科,电子信息工程,595,4104
353,19694,中国传媒大学,2017,湖北,文科,公共关系学,595,1726
354,19683,中国传媒大学,2017,湖北,理科,英语,589,
355,19862,中国传媒大学,2017,湖南,文科,工商管理类,607,1597
356,19852,中国传媒大学,2017,湖南,理科,通信工程,592,6781
357,19282,中国传媒大学,2017,吉林,文科,汉语国际教育,595,428
358,19273,中国传媒大学,2017,吉林,理科,通信工程（无线多媒体广播技术方向）,602,3395
359,19369,中国传媒大学,2017,江苏,文科,社会学,374,1067
360,19359,中国传媒大学,2017,江苏,理科,软件工程（移动互联网方向）,374,6301
361,19241,中国传媒大学,2017,辽宁,文科,行政管理,604,498
362,19234,中国传媒大学,2017,辽宁,理科,应用统计学,621,3238
363,19204,中国传媒大学,2017,内蒙古,文科,汉语国际教育,547,1138
364,19198,中国传媒大学,2017,内蒙古,理科,通信工程,561,5830
365,20294,中国传媒大学,2017,宁夏,文科,社会学,587,293
366,20289,中国传媒大学,2017,宁夏,理科,电子信息工程,531,2295
367,20269,中国传媒大学,2017,青海,文科,工商管理类,513,694
368,20264,中国传媒大学,2017,青海,理科,应用统计学,486,1871
369,19570,中国传媒大学,2017,山东,文科,公共关系学,612,829
370,19558,中国传媒大学,2017,山东,理科,行政管理,622,8237
371,19172,中国传媒大学,2017,山西,文科,经济学类,579,541
372,19161,中国传媒大学,2017,山西,理科,电子信息工程,558,5323
373,20085,中国传媒大学,2017,四川,文科,社会学,610,768
374,20076,中国传媒大学,2017,四川,理科,软件工程（移动互联网方向）,602,10540
375,19066,中国传媒大学,2017,天津,文科,汉语言,599,558
376,19058,中国传媒大学,2017,天津,理科,计算机科学与技术（大数据技术与应用方向）,616,2750
377,20165,中国传媒大学,2017,云南,文科,网络与新媒体（媒体创意方向）,634,
378,20158,中国传媒大学,2017,云南,理科,传播学（媒体市场调查与分析方向）,585,
379,20037,中国传媒大学,2017,重庆,文科,工商管理类,609,
380,20031,中国传媒大学,2017,重庆,理科,广播电视工程,607,4438
381,20008,中国传媒大学,2017,海南,文科,汉语国际教育,783,
382,20003,中国传媒大学,2017,海南,理科,社会学,727,
383,20310,中国传媒大学,2017,新疆,文科,经济学类,588,
384,20307,中国传媒大学,2017,新疆,理科,电子信息工程,574,
385,21009,北京师范大学,2017,安徽,文科,教育学(国家试点学院),619,313
386,21020,北京师范大学,2017,安徽,理科,环境科学与工程类（环境科学、环境工程、环境生态工程）,621,2376
387,20376,北京师范大学,2017,北京,文科,人文科学试验班（可选专业：汉语言文学、历史学、哲学）,641,357
388,20347,北京师范大学,2017,北京,理科,经济学(实验班）,651,1231
389,21441,北京师范大学,2017,福建,文科,会计学,587,
390,21444,北京师范大学,2017,福建,理科,无数据,589,15418
391,21519,北京师范大学,2017,广东,文科,社会学,613,366
392,21530,北京师范大学,2017,广东,理科,管理科学与工程类（管理科学专业<金融工程方向>）,615,2341
393,21734,北京师范大学,2017,广西,文科,人力资源管理（人力资源管理、公共事业管理）,610,520
394,21731,北京师范大学,2017,广西,理科,计算机科学与技术,568,3919
395,21660,北京师范大学,2017,贵州,文科,人力资源管理（含公共事业管理专业、人力资源管理专业）,630,886
396,21658,北京师范大学,2017,贵州,理科,环境科学与工程类（环境科学、环境工程、环境生态工程）,582,2618
397,20770,北京师范大学,2017,河北,文科,传播学（网络新媒体方向）,640,272
398,20779,北京师范大学,2017,河北,理科,生物科学类（生物科学、生物技术、生态学）,649,1829
399,21080,北京师范大学,2017,河南,文科,社会学,614,632
400,21090,北京师范大学,2017,河南,理科,化学,610,4917
401,20555,北京师范大学,2017,黑龙江,文科,社会学,601,230
402,20550,北京师范大学,2017,黑龙江,理科,经济学（实验班）,632,1232
403,20956,北京师范大学,2017,湖北,文科,历史学,608,929
404,20962,北京师范大学,2017,湖北,理科,环境科学与工程类（环境科学、环境工程、环境生态工程）,610,
405,21242,北京师范大学,2017,湖南,文科,英语,633,451
406,21236,北京师范大学,2017,湖南,理科,经济学（实验班）,622,2463
407,20634,北京师范大学,2017,吉林,文科,历史学,601,341
408,20642,北京师范大学,2017,吉林,理科,管理科学与工程类（含信息管理与信息系统专业、管理科学专业<金融工程方向>）,631,1474
409,21293,北京师范大学,2017,江苏,文科,教育学（国家试点学院）,379,669
410,21301,北京师范大学,2017,江苏,理科,化学,381,3565
411,20689,北京师范大学,2017,辽宁,文科,法学（卓越实验班）,618,169
412,20698,北京师范大学,2017,辽宁,理科,资源环境科学（本研一体培养班）,644,1206
413,20726,北京师范大学,2017,内蒙古,理科,化学,614,1640
414,21801,北京师范大学,2017,青海,文科,汉语言文学,538,367
415,21804,北京师范大学,2017,青海,理科,化学,557,456
416,20854,北京师范大学,2017,山东,文科,金融学,620,477
417,20871,北京师范大学,2017,山东,理科,物理学（协同创新实验班）,648,2535
418,21168,北京师范大学,2017,山西,文科,社会学,586,358
419,21179,北京师范大学,2017,山西,理科,环境科学与工程类（环境科学、环境工程、环境生态工程）,591,1729
420,21939,北京师范大学,2017,四川,文科,社会学,615,559
421,21957,北京师范大学,2017,四川,理科,无数据,635,3268
422,20424,北京师范大学,2017,天津,文科,人力资源管理（含公共事业管理专业、人力资源管理专业）,627,158
423,20421,北京师范大学,2017,天津,理科,化学,653,711
424,21598,北京师范大学,2017,云南,文科,人力资源管理（含公共事业管理专业、人力资源管理专业）,618,
425,21595,北京师范大学,2017,云南,理科,环境科学与工程类（环境科学、环境工程、环境生态工程）,608,
426,20480,北京师范大学,2017,重庆,文科,历史学,608,
427,20488,北京师范大学,2017,重庆,理科,生物科学类（含生物科学专业、生物技术专业、生态学）,634,1701
428,21550,北京师范大学,2017,海南,文科,汉语言文学,811,
429,21551,北京师范大学,2017,海南,理科,数学与应用数学,772,
430,21782,北京师范大学,2017,新疆,文科,地理科学（公费师范生）,554,
431,21783,北京师范大学,2017,新疆,理科,无数据,554,
432,22273,南京师范大学,2017,安徽,文科,劳动与社会保障,580,2258
433,22298,南京师范大学,2017,安徽,理科,电气工程及其自动化(中外合作办学),541,26183
