:START_ID,has,:END_ID,:TYPE
c10007,has,m9318,HAS
c10007,has,m9319,HAS
c10007,has,m9320,HAS
c10007,has,m9321,HAS
c10007,has,m9322,HAS
c10007,has,m9323,HAS
c10007,has,m9324,HAS
c10007,has,m9325,HAS
c10007,has,m9326,HAS
c10007,has,m9327,HAS
c10007,has,m9328,HAS
c10007,has,m9329,HAS
c10007,has,m9330,HAS
c10007,has,m9331,HAS
c10007,has,m9332,HAS
c10007,has,m9333,HAS
c10007,has,m9334,HAS
c10007,has,m9335,HAS
c10007,has,m9336,HAS
c10007,has,m9337,HAS
c10007,has,m9338,HAS
c10007,has,m9339,HAS
c10007,has,m9340,HAS
c10007,has,m9341,HAS
c10007,has,m9342,HAS
c10007,has,m9343,HAS
c10007,has,m9344,HAS
c10007,has,m9345,HAS
c10007,has,m9346,HAS
c10007,has,m9347,HAS
c10007,has,m9348,HAS
c10007,has,m9349,HAS
c10007,has,m9350,HAS
c10007,has,m9351,HAS
c10007,has,m9352,HAS
c10007,has,m9353,HAS
c10007,has,m9354,HAS
c10007,has,m9355,HAS
c10007,has,m9356,HAS
c10007,has,m9357,HAS
c10007,has,m9358,HAS
c10007,has,m9359,HAS
c10007,has,m9360,HAS
c10007,has,m9361,HAS
c10007,has,m9362,HAS
c10007,has,m9363,HAS
c10007,has,m9364,HAS
c10007,has,m9365,HAS
c10007,has,m9366,HAS
c10007,has,m9367,HAS
c10007,has,m9368,HAS
c10007,has,m9369,HAS
c10007,has,m9370,HAS
c10007,has,m9371,HAS
c10007,has,m9372,HAS
c10007,has,m9373,HAS
c10007,has,m9374,HAS
c10007,has,m9375,HAS
c10007,has,m9376,HAS
c10007,has,m9377,HAS
c10007,has,m9378,HAS
c10007,has,m9379,HAS
c10007,has,m9380,HAS
c10007,has,m9381,HAS
c10007,has,m9382,HAS
c10007,has,m9383,HAS
c10007,has,m9384,HAS
c10007,has,m9385,HAS
c10007,has,m9386,HAS
c10007,has,m9387,HAS
c10007,has,m9388,HAS
c10007,has,m9389,HAS
c10007,has,m9390,HAS
c10007,has,m9391,HAS
c10007,has,m9392,HAS
c10007,has,m9393,HAS
c10007,has,m9394,HAS
c10007,has,m9395,HAS
c10007,has,m9396,HAS
c10007,has,m9397,HAS
c10007,has,m9398,HAS
c10007,has,m9399,HAS
c10007,has,m9400,HAS
c10007,has,m9401,HAS
c10007,has,m9402,HAS
c10007,has,m9403,HAS
c10007,has,m9404,HAS
c10007,has,m9405,HAS
c10007,has,m9406,HAS
c10007,has,m9407,HAS
c10007,has,m9408,HAS
c10007,has,m9409,HAS
c10007,has,m9410,HAS
c10007,has,m9411,HAS
c10007,has,m9412,HAS
c10007,has,m9413,HAS
c10007,has,m9414,HAS
c10007,has,m9415,HAS
c10007,has,m9416,HAS
c10007,has,m9417,HAS
c10007,has,m9418,HAS
c10007,has,m9419,HAS
c10007,has,m9420,HAS
c10007,has,m9421,HAS
c10007,has,m9422,HAS
c10007,has,m9423,HAS
c10007,has,m9424,HAS
c10007,has,m9425,HAS
c10007,has,m9426,HAS
c10007,has,m9427,HAS
c10007,has,m9428,HAS
c10007,has,m9429,HAS
c10007,has,m9430,HAS
c10007,has,m9431,HAS
c10007,has,m9432,HAS
c10007,has,m9433,HAS
c10007,has,m9434,HAS
c10007,has,m9435,HAS
c10007,has,m9436,HAS
c10007,has,m9437,HAS
c10007,has,m9438,HAS
c10007,has,m9439,HAS
c10007,has,m9440,HAS
c10007,has,m9441,HAS
c10007,has,m9442,HAS
c10007,has,m9443,HAS
c10007,has,m9444,HAS
c10007,has,m9445,HAS
c10007,has,m9446,HAS
c10007,has,m9447,HAS
c10007,has,m9448,HAS
c10007,has,m9449,HAS
c10007,has,m9450,HAS
c10007,has,m9451,HAS
c10007,has,m9452,HAS
c10007,has,m9453,HAS
c10007,has,m9454,HAS
c10007,has,m9455,HAS
c10007,has,m9456,HAS
c10007,has,m9457,HAS
c10007,has,m9458,HAS
c10007,has,m9459,HAS
c10007,has,m9460,HAS
c10007,has,m9461,HAS
c10007,has,m9462,HAS
c10007,has,m9463,HAS
c10007,has,m9464,HAS
c10007,has,m9465,HAS
c10007,has,m9466,HAS
c10007,has,m9467,HAS
c10007,has,m9468,HAS
c10007,has,m9469,HAS
c10007,has,m9470,HAS
c10007,has,m9471,HAS
c10007,has,m9472,HAS
c10007,has,m9473,HAS
c10007,has,m9474,HAS
c10007,has,m9475,HAS
c10007,has,m9476,HAS
c10007,has,m9477,HAS
c10007,has,m9478,HAS
c10007,has,m9479,HAS
c10007,has,m9480,HAS
c10007,has,m9481,HAS
c10007,has,m9482,HAS
c10007,has,m9483,HAS
c10007,has,m9484,HAS
c10007,has,m9485,HAS
c10007,has,m9486,HAS
c10007,has,m9487,HAS
c10007,has,m9488,HAS
c10007,has,m9489,HAS
c10007,has,m9490,HAS
c10007,has,m9491,HAS
c10007,has,m9492,HAS
c10007,has,m9493,HAS
c10007,has,m9494,HAS
c10007,has,m9495,HAS
c10007,has,m9496,HAS
c10007,has,m9497,HAS
c10007,has,m9498,HAS
c10007,has,m9499,HAS
c10007,has,m9500,HAS
c10007,has,m9501,HAS
c10007,has,m9502,HAS
c10007,has,m9503,HAS
c10007,has,m9504,HAS
c10007,has,m9505,HAS
c10007,has,m9506,HAS
c10007,has,m9507,HAS
c10007,has,m9508,HAS
c10007,has,m9509,HAS
c10007,has,m9510,HAS
c10007,has,m9511,HAS
c10007,has,m9512,HAS
c10007,has,m9513,HAS
c10007,has,m9514,HAS
c10007,has,m9515,HAS
c10007,has,m9516,HAS
c10007,has,m9517,HAS
c10007,has,m9518,HAS
c10007,has,m9519,HAS
c10007,has,m9520,HAS
c10007,has,m9521,HAS
c10007,has,m9522,HAS
c10007,has,m9523,HAS
c10007,has,m9524,HAS
c10007,has,m9525,HAS
c10007,has,m9526,HAS
c10007,has,m9527,HAS
c10007,has,m9528,HAS
c10007,has,m9529,HAS
c10007,has,m9530,HAS
c10007,has,m9531,HAS
c10007,has,m9532,HAS
c10007,has,m9533,HAS
c10007,has,m9534,HAS
c10007,has,m9535,HAS
c10007,has,m9536,HAS
c10007,has,m9537,HAS
c10007,has,m9538,HAS
c10007,has,m9539,HAS
c10007,has,m9540,HAS
c10007,has,m9541,HAS
c10007,has,m9542,HAS
c10007,has,m9543,HAS
c10007,has,m9544,HAS
c10007,has,m9545,HAS
c10007,has,m9546,HAS
c10007,has,m9547,HAS
c10007,has,m9548,HAS
c10007,has,m9549,HAS
c10007,has,m9550,HAS
c10007,has,m9551,HAS
c10007,has,m9552,HAS
c10007,has,m9553,HAS
c10007,has,m9554,HAS
c10007,has,m9555,HAS
c10007,has,m9556,HAS
c10007,has,m9557,HAS
c10007,has,m9558,HAS
c10007,has,m9559,HAS
c10007,has,m9560,HAS
c10007,has,m9561,HAS
c10007,has,m9562,HAS
c10007,has,m9563,HAS
c10007,has,m9564,HAS
c10007,has,m9565,HAS
c10007,has,m9566,HAS
c10007,has,m9567,HAS
c10007,has,m9568,HAS
c10007,has,m9569,HAS
c10008,has,m9570,HAS
c10008,has,m9571,HAS
c10008,has,m9572,HAS
c10008,has,m9573,HAS
c10008,has,m9574,HAS
c10008,has,m9575,HAS
c10008,has,m9576,HAS
c10008,has,m9577,HAS
c10008,has,m9578,HAS
c10008,has,m9579,HAS
c10008,has,m9580,HAS
c10008,has,m9581,HAS
c10008,has,m9582,HAS
c10008,has,m9583,HAS
c10008,has,m9584,HAS
c10008,has,m9585,HAS
c10008,has,m9586,HAS
c10008,has,m9587,HAS
c10008,has,m9588,HAS
c10008,has,m9589,HAS
c10008,has,m9590,HAS
c10008,has,m9591,HAS
c10008,has,m9592,HAS
c10008,has,m9593,HAS
c10008,has,m9594,HAS
c10008,has,m9595,HAS
c10008,has,m9596,HAS
c10008,has,m9597,HAS
c10008,has,m9598,HAS
c10008,has,m9599,HAS
c10008,has,m9600,HAS
c10008,has,m9601,HAS
c10008,has,m9602,HAS
c10008,has,m9603,HAS
c10008,has,m9604,HAS
c10008,has,m9605,HAS
c10008,has,m9606,HAS
c10008,has,m9607,HAS
c10008,has,m9608,HAS
c10008,has,m9609,HAS
c10008,has,m9610,HAS
c10008,has,m9611,HAS
c10008,has,m9612,HAS
c10008,has,m9613,HAS
c10008,has,m9614,HAS
c10008,has,m9615,HAS
c10008,has,m9616,HAS
c10008,has,m9617,HAS
c10008,has,m9618,HAS
c10008,has,m9619,HAS
c10008,has,m9620,HAS
c10008,has,m9621,HAS
c10008,has,m9622,HAS
c10008,has,m9623,HAS
c10008,has,m9624,HAS
c10008,has,m9625,HAS
c10008,has,m9626,HAS
c10008,has,m9627,HAS
c10008,has,m9628,HAS
c10008,has,m9629,HAS
c10008,has,m9630,HAS
c10008,has,m9631,HAS
c10008,has,m9632,HAS
c10008,has,m9633,HAS
c10008,has,m9634,HAS
c10008,has,m9635,HAS
c10008,has,m9636,HAS
c10008,has,m9637,HAS
c10008,has,m9638,HAS
c10008,has,m9639,HAS
c10008,has,m9640,HAS
c10008,has,m9641,HAS
c10008,has,m9642,HAS
c10008,has,m9643,HAS
c10008,has,m9644,HAS
c10008,has,m9645,HAS
c10008,has,m9646,HAS
c10008,has,m9647,HAS
c10008,has,m9648,HAS
c10008,has,m9649,HAS
c10008,has,m9650,HAS
c10008,has,m9651,HAS
c10008,has,m9652,HAS
c10008,has,m9653,HAS
c10008,has,m9654,HAS
c10008,has,m9655,HAS
c10008,has,m9656,HAS
c10008,has,m9657,HAS
c10008,has,m9658,HAS
c10008,has,m9659,HAS
c10008,has,m9660,HAS
c10008,has,m9661,HAS
c10008,has,m9662,HAS
c10008,has,m9663,HAS
c10008,has,m9664,HAS
c10008,has,m9665,HAS
c10008,has,m9666,HAS
c10008,has,m9667,HAS
c10008,has,m9668,HAS
c10008,has,m9669,HAS
c10008,has,m9670,HAS
c10008,has,m9671,HAS
c10008,has,m9672,HAS
c10008,has,m9673,HAS
c10008,has,m9674,HAS
c10008,has,m9675,HAS
c10008,has,m9676,HAS
c10008,has,m9677,HAS
c10008,has,m9678,HAS
c10008,has,m9679,HAS
c10008,has,m9680,HAS
c10008,has,m9681,HAS
c10008,has,m9682,HAS
c10008,has,m9683,HAS
c10008,has,m9684,HAS
c10008,has,m9685,HAS
c10008,has,m9686,HAS
c10008,has,m9687,HAS
c10008,has,m9688,HAS
c10008,has,m9689,HAS
c10008,has,m9690,HAS
c10008,has,m9691,HAS
c10008,has,m9692,HAS
c10008,has,m9693,HAS
c10008,has,m9694,HAS
c10008,has,m9695,HAS
c10008,has,m9696,HAS
c10008,has,m9697,HAS
c10008,has,m9698,HAS
c10008,has,m9699,HAS
c10008,has,m9700,HAS
c10008,has,m9701,HAS
c10008,has,m9702,HAS
c10008,has,m9703,HAS
c10008,has,m9704,HAS
c10008,has,m9705,HAS
c10008,has,m9706,HAS
c10008,has,m9707,HAS
c10008,has,m9708,HAS
c10008,has,m9709,HAS
c10008,has,m9710,HAS
c10008,has,m9711,HAS
c10008,has,m9712,HAS
c10008,has,m9713,HAS
c10008,has,m9714,HAS
c10008,has,m9715,HAS
c10008,has,m9716,HAS
c10008,has,m9717,HAS
c10008,has,m9718,HAS
c10008,has,m9719,HAS
c10008,has,m9720,HAS
c10008,has,m9721,HAS
c10008,has,m9722,HAS
c10008,has,m9723,HAS
c10008,has,m9724,HAS
c10008,has,m9725,HAS
c10008,has,m9726,HAS
c10008,has,m9727,HAS
c10008,has,m9728,HAS
c10008,has,m9729,HAS
c10008,has,m9730,HAS
c10008,has,m9731,HAS
c10008,has,m9732,HAS
c10008,has,m9733,HAS
c10008,has,m9734,HAS
c10008,has,m9735,HAS
c10008,has,m9736,HAS
c10008,has,m9737,HAS
c10008,has,m9738,HAS
c10008,has,m9739,HAS
c10008,has,m9740,HAS
c10008,has,m9741,HAS
c10008,has,m9742,HAS
c10008,has,m9743,HAS
c10008,has,m9744,HAS
c10008,has,m9745,HAS
c10008,has,m9746,HAS
c10008,has,m9747,HAS
c10008,has,m9748,HAS
c10008,has,m9749,HAS
c10008,has,m9750,HAS
c10008,has,m9751,HAS
c10008,has,m9752,HAS
c10008,has,m9753,HAS
c10008,has,m9754,HAS
c10008,has,m9755,HAS
c10008,has,m9756,HAS
c10008,has,m9757,HAS
c10008,has,m9758,HAS
c10008,has,m9759,HAS
c10008,has,m9760,HAS
c10008,has,m9761,HAS
c10008,has,m9762,HAS
c10008,has,m9763,HAS
c10008,has,m9764,HAS
c10008,has,m9765,HAS
c10008,has,m9766,HAS
c10008,has,m9767,HAS
c10008,has,m9768,HAS
c10008,has,m9769,HAS
c10008,has,m9770,HAS
c10008,has,m9771,HAS
c10008,has,m9772,HAS
c10008,has,m9773,HAS
c10008,has,m9774,HAS
c10008,has,m9775,HAS
c10008,has,m9776,HAS
c10008,has,m9777,HAS
c10008,has,m9778,HAS
c10008,has,m9779,HAS
c10008,has,m9780,HAS
c10008,has,m9781,HAS
c10008,has,m9782,HAS
c10008,has,m9783,HAS
c10008,has,m9784,HAS
c10008,has,m9785,HAS
c10008,has,m9786,HAS
c10008,has,m9787,HAS
c10008,has,m9788,HAS
c10008,has,m9789,HAS
c10008,has,m9790,HAS
c10008,has,m9791,HAS
c10008,has,m9792,HAS
c10008,has,m9793,HAS
c10008,has,m9794,HAS
c10008,has,m9795,HAS
c10008,has,m9796,HAS
c10008,has,m9797,HAS
c10008,has,m9798,HAS
c10008,has,m9799,HAS
c10008,has,m9800,HAS
c10008,has,m9801,HAS
c10008,has,m9802,HAS
c10008,has,m9803,HAS
c10008,has,m9804,HAS
c10008,has,m9805,HAS
c10008,has,m9806,HAS
c10008,has,m9807,HAS
c10008,has,m9808,HAS
c10008,has,m9809,HAS
c10008,has,m9810,HAS
c10008,has,m9811,HAS
c10008,has,m9812,HAS
c10008,has,m9813,HAS
c10008,has,m9814,HAS
c10008,has,m9815,HAS
c10008,has,m9816,HAS
c10008,has,m9817,HAS
c10008,has,m9818,HAS
c10008,has,m9819,HAS
c10008,has,m9820,HAS
c10008,has,m9821,HAS
c10008,has,m9822,HAS
c10008,has,m9823,HAS
c10008,has,m9824,HAS
c10008,has,m9825,HAS
c10008,has,m9826,HAS
c10008,has,m9827,HAS
c10008,has,m9828,HAS
c10008,has,m9829,HAS
c10008,has,m9830,HAS
c10008,has,m9831,HAS
c10008,has,m9832,HAS
c10008,has,m9833,HAS
c10008,has,m9834,HAS
c10008,has,m9835,HAS
c10008,has,m9836,HAS
c10008,has,m9837,HAS
c10008,has,m9838,HAS
c10008,has,m9839,HAS
c10008,has,m9840,HAS
c10008,has,m9841,HAS
c10008,has,m9842,HAS
c10008,has,m9843,HAS
c10008,has,m9844,HAS
c10008,has,m9845,HAS
c10008,has,m9846,HAS
c10008,has,m9847,HAS
c10008,has,m9848,HAS
c10008,has,m9849,HAS
c10008,has,m9850,HAS
c10008,has,m9851,HAS
c10008,has,m9852,HAS
c10008,has,m9853,HAS
c10008,has,m9854,HAS
c10008,has,m9855,HAS
c10008,has,m9856,HAS
c10008,has,m9857,HAS
c10008,has,m9858,HAS
c10008,has,m9859,HAS
c10008,has,m9860,HAS
c10008,has,m9861,HAS
c10008,has,m9862,HAS
c10008,has,m9863,HAS
c10008,has,m9864,HAS
c10008,has,m9865,HAS
c10008,has,m9866,HAS
c10008,has,m9867,HAS
c10008,has,m9868,HAS
c10008,has,m9869,HAS
c10008,has,m9870,HAS
c10008,has,m9871,HAS
c10008,has,m9872,HAS
c10008,has,m9873,HAS
c10008,has,m9874,HAS
c10008,has,m9875,HAS
c10008,has,m9876,HAS
c10008,has,m9877,HAS
c10008,has,m9878,HAS
c10008,has,m9879,HAS
c10008,has,m9880,HAS
c10008,has,m9881,HAS
c10008,has,m9882,HAS
c10008,has,m9883,HAS
c10008,has,m9884,HAS
c10008,has,m9885,HAS
c10008,has,m9886,HAS
c10008,has,m9887,HAS
c10008,has,m9888,HAS
c10008,has,m9889,HAS
c10008,has,m9890,HAS
c10008,has,m9891,HAS
c10008,has,m9892,HAS
c10008,has,m9893,HAS
c10008,has,m9894,HAS
c10008,has,m9895,HAS
c10008,has,m9896,HAS
c10008,has,m9897,HAS
c10008,has,m9898,HAS
c10008,has,m9899,HAS
c10008,has,m9900,HAS
c10008,has,m9901,HAS
c10008,has,m9902,HAS
c10008,has,m9903,HAS
c10008,has,m9904,HAS
c10008,has,m9905,HAS
c10008,has,m9906,HAS
c10008,has,m9907,HAS
c10008,has,m9908,HAS
c10008,has,m9909,HAS
c10008,has,m9910,HAS
c10008,has,m9911,HAS
c10008,has,m9912,HAS
c10008,has,m9913,HAS
c10008,has,m9914,HAS
c10008,has,m9915,HAS
c10008,has,m9916,HAS
c10008,has,m9917,HAS
c10008,has,m9918,HAS
c10008,has,m9919,HAS
c10008,has,m9920,HAS
c10008,has,m9921,HAS
c10008,has,m9922,HAS
c10008,has,m9923,HAS
c10008,has,m9924,HAS
c10008,has,m9925,HAS
c10008,has,m9926,HAS
c10008,has,m9927,HAS
c10008,has,m9928,HAS
c10008,has,m9929,HAS
c10008,has,m9930,HAS
c10008,has,m9931,HAS
c10008,has,m9932,HAS
c10008,has,m9933,HAS
c10008,has,m9934,HAS
c10008,has,m9935,HAS
c10008,has,m9936,HAS
c10008,has,m9937,HAS
c10008,has,m9938,HAS
c10008,has,m9939,HAS
c10008,has,m9940,HAS
c10008,has,m9941,HAS
c10008,has,m9942,HAS
c10008,has,m9943,HAS
c10008,has,m9944,HAS
c10008,has,m9945,HAS
c10008,has,m9946,HAS
c10008,has,m9947,HAS
c10008,has,m9948,HAS
c10008,has,m9949,HAS
c10008,has,m9950,HAS
c10008,has,m9951,HAS
c10008,has,m9952,HAS
c10008,has,m9953,HAS
c10008,has,m9954,HAS
c10008,has,m9955,HAS
c10008,has,m9956,HAS
c10008,has,m9957,HAS
c10008,has,m9958,HAS
c10008,has,m9959,HAS
c10008,has,m9960,HAS
c10008,has,m9961,HAS
c10008,has,m9962,HAS
c10008,has,m9963,HAS
c10008,has,m9964,HAS
c10008,has,m9965,HAS
c10008,has,m9966,HAS
c10008,has,m9967,HAS
c10008,has,m9968,HAS
c10008,has,m9969,HAS
c10008,has,m9970,HAS
c10008,has,m9971,HAS
c10008,has,m9972,HAS
c10008,has,m9973,HAS
c10008,has,m9974,HAS
c10008,has,m9975,HAS
c10008,has,m9976,HAS
c10008,has,m9977,HAS
c10008,has,m9978,HAS
c10008,has,m9979,HAS
c10008,has,m9980,HAS
c10008,has,m9981,HAS
c10008,has,m9982,HAS
c10008,has,m9983,HAS
c10008,has,m9984,HAS
c10008,has,m9985,HAS
c10008,has,m9986,HAS
c10008,has,m9987,HAS
c10008,has,m9988,HAS
c10008,has,m9989,HAS
c10008,has,m9990,HAS
c10008,has,m9991,HAS
c10008,has,m9992,HAS
c10008,has,m9993,HAS
c10008,has,m9994,HAS
c10008,has,m9995,HAS
c10008,has,m9996,HAS
c10008,has,m9997,HAS
c10008,has,m9998,HAS
c10008,has,m9999,HAS
c10008,has,m10000,HAS
c10008,has,m10001,HAS
c10008,has,m10002,HAS
c10008,has,m10003,HAS
c10008,has,m10004,HAS
c10008,has,m10005,HAS
c10008,has,m10006,HAS
c10008,has,m10007,HAS
c10008,has,m10008,HAS
c10008,has,m10009,HAS
c10008,has,m10010,HAS
c10008,has,m10011,HAS
c10008,has,m10012,HAS
c10008,has,m10013,HAS
c10008,has,m10014,HAS
c10008,has,m10015,HAS
c10008,has,m10016,HAS
c10008,has,m10017,HAS
c10008,has,m10018,HAS
c10008,has,m10019,HAS
c10008,has,m10020,HAS
c10008,has,m10021,HAS
c10008,has,m10022,HAS
c10008,has,m10023,HAS
c10008,has,m10024,HAS
c10008,has,m10025,HAS
c10008,has,m10026,HAS
c10008,has,m10027,HAS
c10008,has,m10028,HAS
c10008,has,m10029,HAS
c10008,has,m10030,HAS
c10008,has,m10031,HAS
c10008,has,m10032,HAS
c10008,has,m10033,HAS
c10008,has,m10034,HAS
c10008,has,m10035,HAS
c10008,has,m10036,HAS
c10008,has,m10037,HAS
c10008,has,m10038,HAS
c10008,has,m10039,HAS
c10008,has,m10040,HAS
c10008,has,m10041,HAS
c10008,has,m10042,HAS
c10008,has,m10043,HAS
c10008,has,m10044,HAS
c10008,has,m10045,HAS
c10008,has,m10046,HAS
c10008,has,m10047,HAS
c10008,has,m10048,HAS
c10008,has,m10049,HAS
c10008,has,m10050,HAS
c10008,has,m10051,HAS
c10008,has,m10052,HAS
c10008,has,m10053,HAS
c10008,has,m10054,HAS
c10008,has,m10055,HAS
c10008,has,m10056,HAS
c10008,has,m10057,HAS
c10008,has,m10058,HAS
c10008,has,m10059,HAS
c10008,has,m10060,HAS
c10008,has,m10061,HAS
c10008,has,m10062,HAS
c10008,has,m10063,HAS
c10008,has,m10064,HAS
c10008,has,m10065,HAS
c10008,has,m10066,HAS
c10008,has,m10067,HAS
c10008,has,m10068,HAS
c10008,has,m10069,HAS
c10008,has,m10070,HAS
c10008,has,m10071,HAS
c10008,has,m10072,HAS
c10008,has,m10073,HAS
c10008,has,m10074,HAS
c10008,has,m10075,HAS
c10008,has,m10076,HAS
c10008,has,m10077,HAS
c10008,has,m10078,HAS
c10008,has,m10079,HAS
c10008,has,m10080,HAS
c10008,has,m10081,HAS
c10008,has,m10082,HAS
c10008,has,m10083,HAS
c10008,has,m10084,HAS
c10008,has,m10085,HAS
c10008,has,m10086,HAS
c10008,has,m10087,HAS
c10008,has,m10088,HAS
c10008,has,m10089,HAS
c10008,has,m10090,HAS
c10008,has,m10091,HAS
c10008,has,m10092,HAS
c10008,has,m10093,HAS
c10008,has,m10094,HAS
c10008,has,m10095,HAS
c10008,has,m10096,HAS
c10008,has,m10097,HAS
c10008,has,m10098,HAS
c10008,has,m10099,HAS
c10008,has,m10100,HAS
c10008,has,m10101,HAS
c10008,has,m10102,HAS
c10008,has,m10103,HAS
c10008,has,m10104,HAS
c10008,has,m10105,HAS
c10008,has,m10106,HAS
c10008,has,m10107,HAS
c10008,has,m10108,HAS
c10008,has,m10109,HAS
c10008,has,m10110,HAS
c10008,has,m10111,HAS
c10008,has,m10112,HAS
c10008,has,m10113,HAS
c10008,has,m10114,HAS
c10008,has,m10115,HAS
c10008,has,m10116,HAS
c10008,has,m10117,HAS
c10008,has,m10118,HAS
c10008,has,m10119,HAS
c10008,has,m10120,HAS
c10008,has,m10121,HAS
c10008,has,m10122,HAS
c10008,has,m10123,HAS
c10008,has,m10124,HAS
c10008,has,m10125,HAS
c10008,has,m10126,HAS
c10008,has,m10127,HAS
c10008,has,m10128,HAS
c10008,has,m10129,HAS
c10008,has,m10130,HAS
c10008,has,m10131,HAS
c10008,has,m10132,HAS
c10008,has,m10133,HAS
c10008,has,m10134,HAS
c10008,has,m10135,HAS
c10008,has,m10136,HAS
c10008,has,m10137,HAS
c10008,has,m10138,HAS
c10008,has,m10139,HAS
c10008,has,m10140,HAS
c10008,has,m10141,HAS
c10008,has,m10142,HAS
c10008,has,m10143,HAS
c10008,has,m10144,HAS
c10008,has,m10145,HAS
c10008,has,m10146,HAS
c10008,has,m10147,HAS
c10008,has,m10148,HAS
c10008,has,m10149,HAS
c10008,has,m10150,HAS
c10008,has,m10151,HAS
c10008,has,m10152,HAS
c10008,has,m10153,HAS
c10008,has,m10154,HAS
c10008,has,m10155,HAS
c10008,has,m10156,HAS
c10008,has,m10157,HAS
c10008,has,m10158,HAS
c10008,has,m10159,HAS
c10008,has,m10160,HAS
c10008,has,m10161,HAS
c10008,has,m10162,HAS
c10008,has,m10163,HAS
c10008,has,m10164,HAS
c10008,has,m10165,HAS
c10008,has,m10166,HAS
c10008,has,m10167,HAS
c10008,has,m10168,HAS
c10008,has,m10169,HAS
c10008,has,m10170,HAS
c10008,has,m10171,HAS
c10008,has,m10172,HAS
c10008,has,m10173,HAS
c10008,has,m10174,HAS
c10008,has,m10175,HAS
c10008,has,m10176,HAS
c10008,has,m10177,HAS
c10008,has,m10178,HAS
c10008,has,m10179,HAS
c10008,has,m10180,HAS
c10008,has,m10181,HAS
c10008,has,m10182,HAS
c10008,has,m10183,HAS
c10008,has,m10184,HAS
c10008,has,m10185,HAS
c10008,has,m10186,HAS
c10008,has,m10187,HAS
c10008,has,m10188,HAS
c10008,has,m10189,HAS
c10008,has,m10190,HAS
c10008,has,m10191,HAS
c10008,has,m10192,HAS
c10008,has,m10193,HAS
c10008,has,m10194,HAS
c10008,has,m10195,HAS
c10008,has,m10196,HAS
c10008,has,m10197,HAS
c10008,has,m10198,HAS
c10008,has,m10199,HAS
c10008,has,m10200,HAS
c10008,has,m10201,HAS
c10008,has,m10202,HAS
c10008,has,m10203,HAS
c10008,has,m10204,HAS
c10008,has,m10205,HAS
c10008,has,m10206,HAS
c10008,has,m10207,HAS
c10008,has,m10208,HAS
c10008,has,m10209,HAS
c10008,has,m10210,HAS
c10008,has,m10211,HAS
c10008,has,m10212,HAS
c10008,has,m10213,HAS
c10008,has,m10214,HAS
c10008,has,m10215,HAS
c10008,has,m10216,HAS
c10008,has,m10217,HAS
c10008,has,m10218,HAS
c10008,has,m10219,HAS
c10008,has,m10220,HAS
c10008,has,m10221,HAS
c10008,has,m10222,HAS
c10008,has,m10223,HAS
c10008,has,m10224,HAS
c10008,has,m10225,HAS
c10008,has,m10226,HAS
c10008,has,m10227,HAS
c10008,has,m10228,HAS
c10008,has,m10229,HAS
c10008,has,m10230,HAS
c10008,has,m10231,HAS
c10008,has,m10232,HAS
c10008,has,m10233,HAS
c10008,has,m10234,HAS
c10008,has,m10235,HAS
c10008,has,m10236,HAS
c10008,has,m10237,HAS
c10008,has,m10238,HAS
c10008,has,m10239,HAS
c10008,has,m10240,HAS
c10008,has,m10241,HAS
c10008,has,m10242,HAS
c10008,has,m10243,HAS
c10008,has,m10244,HAS
c10008,has,m10245,HAS
c10008,has,m10246,HAS
c10008,has,m10247,HAS
c10008,has,m10248,HAS
c10008,has,m10249,HAS
c10008,has,m10250,HAS
c10008,has,m10251,HAS
c10008,has,m10252,HAS
c10008,has,m10253,HAS
c10008,has,m10254,HAS
c10008,has,m10255,HAS
c10008,has,m10256,HAS
c10008,has,m10257,HAS
c10008,has,m10258,HAS
c10008,has,m10259,HAS
c10008,has,m10260,HAS
c10008,has,m10261,HAS
c10008,has,m10262,HAS
c10008,has,m10263,HAS
c10008,has,m10264,HAS
c10008,has,m10265,HAS
c10008,has,m10266,HAS
c10008,has,m10267,HAS
c10008,has,m10268,HAS
c10008,has,m10269,HAS
c10008,has,m10270,HAS
c10008,has,m10271,HAS
c10008,has,m10272,HAS
c10008,has,m10273,HAS
c10008,has,m10274,HAS
c10008,has,m10275,HAS
c10008,has,m10276,HAS
c10008,has,m10277,HAS
c10008,has,m10278,HAS
c10008,has,m10279,HAS
c10008,has,m10280,HAS
c10008,has,m10281,HAS
c10008,has,m10282,HAS
c10008,has,m10283,HAS
c10008,has,m10284,HAS
c10008,has,m10285,HAS
c10008,has,m10286,HAS
c10008,has,m10287,HAS
c10008,has,m10288,HAS
c10008,has,m10289,HAS
c10008,has,m10290,HAS
c10008,has,m10291,HAS
c10008,has,m10292,HAS
c10008,has,m10293,HAS
c10008,has,m10294,HAS
c10008,has,m10295,HAS
c10008,has,m10296,HAS
c10008,has,m10297,HAS
c10008,has,m10298,HAS
c10008,has,m10299,HAS
c10008,has,m10300,HAS
c10008,has,m10301,HAS
c10008,has,m10302,HAS
c10008,has,m10303,HAS
c10008,has,m10304,HAS
c10008,has,m10305,HAS
c10008,has,m10306,HAS
c10008,has,m10307,HAS
c10008,has,m10308,HAS
c10008,has,m10309,HAS
c10008,has,m10310,HAS
c10008,has,m10311,HAS
c10008,has,m10312,HAS
c10008,has,m10313,HAS
c10008,has,m10314,HAS
c10008,has,m10315,HAS
